#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654 -109.895957321  -54.115306853   17.358602346
   -2.951193099   -3.141592654 -118.438554595  -35.013717930   19.766499711
   -2.760793544   -3.141592654 -123.113116224  -14.450757827   21.182543283
   -2.570393989   -3.141592654 -124.178659009    2.174320799   21.770604864
   -2.379994435   -3.141592654 -122.734898329   11.660963558   21.996573670
   -2.189594880   -3.141592654 -120.192012913   13.979377940   22.504975155
   -1.999195325   -3.141592654 -117.688994610   11.886065194   23.880909789
   -1.808795770   -3.141592654 -115.681608754    9.466597450   26.361635819
   -1.618396215   -3.141592654 -113.859353315   10.446996415   29.660595980
   -1.427996661   -3.141592654 -111.359808042   16.676734551   33.011955989
   -1.237597106   -3.141592654 -107.209787472   27.398630461   35.445204798
   -1.047197551   -3.141592654 -100.811778247   39.635182374   36.151275642
   -0.856797996   -3.141592654  -92.267964060   49.216451687   34.728546370
   -0.666398442   -3.141592654  -82.455609960   52.364010981   31.223763832
   -0.475998887   -3.141592654  -72.837811002   47.064408645   26.002538090
   -0.285599332   -3.141592654  -65.056080943   33.268845851   19.578412937
   -0.095199777   -3.141592654  -60.563531203   12.989946605   12.489431191
    0.095199777   -3.141592654  -60.269658522  -10.080341894    5.275697146
    0.285599332   -3.141592654  -64.245833224  -30.967203631   -1.525824400
    0.475998887   -3.141592654  -71.548613373  -44.119432125   -7.369789982
    0.666398442   -3.141592654  -80.244484965  -45.014347408  -11.751823360
    0.856797996   -3.141592654  -87.795552978  -32.251917975  -14.308459419
    1.047197551   -3.141592654  -91.826594484   -8.952459888  -14.949116148
    1.237597106   -3.141592654  -90.980274485   17.559990572  -13.927252532
    1.427996661   -3.141592654  -85.487476985   38.456693136  -11.765690516
    1.618396215   -3.141592654  -77.131086725   46.830454619   -9.054932412
    1.808795770   -3.141592654  -68.612486507   40.174384592   -6.215426046
    1.999195325   -3.141592654  -62.651261542   20.672670898   -3.375840676
    2.189594880   -3.141592654  -61.206783918   -6.178096139   -0.419108896
    2.379994435   -3.141592654  -65.040057556  -33.637109955    2.836612913
    2.570393989   -3.141592654  -73.647748009  -55.396831881    6.466182828
    2.760793544   -3.141592654  -85.471787448  -66.866913294   10.329466254
    2.951193099   -3.141592654  -98.317613777  -66.046444802   14.097199753

   -3.141592654   -2.792526803 -102.058773302  -49.764879967   26.114371874
   -2.951193099   -2.792526803 -109.981971998  -32.879778940   28.289380231
   -2.760793544   -2.792526803 -114.446453477  -14.292684800   29.165254405
   -2.570393989   -2.792526803 -115.610829415    1.150020180   29.095021551
   -2.379994435   -2.792526803 -114.381611931   10.647585120   28.689552256
   -2.189594880   -2.792526803 -111.928402632   14.246481899   28.629233560
   -1.999195325   -2.792526803 -109.176015410   14.330234342   29.427917683
   -1.808795770   -2.792526803 -106.481578215   14.171786753   31.201080084
   -1.618396215   -2.792526803 -103.615099780   16.475350829   33.555334529
   -1.427996661   -2.792526803  -99.978598798   22.259577211   35.659350733
   -1.237597106   -2.792526803  -94.971890316   30.506388529   36.523470768
   -1.047197551   -2.792526803  -88.352804998   38.662816589   35.368723895
   -0.856797996   -2.792526803  -80.445536083   43.490157406   31.895325631
   -0.666398442   -2.792526803  -72.155398688   42.252056562   26.341618403
   -0.475998887   -2.792526803  -64.792301253   33.751582909   19.336743050
   -0.285599332   -2.792526803  -59.723633076   18.375260271   11.662157148
   -0.095199777   -2.792526803  -58.082467726   -1.782400072    4.062829234
    0.095199777   -2.792526803  -60.468233346  -23.225645007   -2.824337580
    0.285599332   -2.792526803  -66.696697933  -41.313980005   -8.494165874
    0.475998887   -2.792526803  -75.640530550  -50.921256839  -12.558378036
    0.666398442   -2.792526803  -85.269514588  -48.007186583  -14.787715277
    0.856797996   -2.792526803  -93.046254357  -31.701765549  -15.174314341
    1.047197551   -2.792526803  -96.695075758   -5.633670689  -13.972339636
    1.237597106   -2.792526803  -95.039930920   22.564920835  -11.657381379
    1.427996661   -2.792526803  -88.520432122   44.097732565   -8.769774780
    1.618396215   -2.792526803  -79.086803468   52.453704577   -5.713925843
    1.808795770   -2.792526803  -69.511028627   45.692108294   -2.618302989
    1.999195325   -2.792526803  -62.484146734   26.430490073    0.650818525
    2.189594880   -2.792526803  -59.885360071    0.240077437    4.341977088
    2.379994435   -2.792526803  -62.418607773  -26.417050875    8.605600616
    2.570393989   -2.792526803  -69.597569734  -47.712322787   13.352034154
    2.760793544   -2.792526803  -79.969441605  -59.454600674   18.212240732
    2.951193099   -2.792526803  -91.499598938  -59.798970466   22.645301382

   -3.141592654   -2.443460953  -93.171202525  -45.084885555   23.505574275
   -2.951193099   -2.443460953 -100.424886307  -30.527809724   25.243729280
   -2.760793544   -2.443460953 -104.639916338  -13.918763261   25.843836780
   -2.570393989   -2.443460953 -105.856203488    0.404103727   25.648318583
   -2.379994435   -2.443460953 -104.789215995    9.870266135   25.163566983
   -2.189594880   -2.443460953 -102.408402620   14.392830336   24.879375637
   -1.999195325   -2.443460953  -99.498364201   15.858486167   25.092277802
   -1.808795770   -2.443460953  -96.398431120   16.789506094   25.768617835
   -1.618396215   -2.443460953  -93.010207584   19.106833219   26.516987163
   -1.427996661   -2.443460953  -88.995963939   23.322962305   26.678312596
   -1.237597106   -2.443460953  -84.062427292   28.470152335   25.555476443
   -1.047197551   -2.443460953  -78.206115038   32.630092373   22.690478972
   -0.856797996   -2.443460953  -71.828782451   33.567214997   18.054966614
   -0.666398442   -2.443460953  -65.721519933   29.498318483   12.067126275
   -0.475998887   -2.443460953  -60.931688671   19.776807412    5.434487500
   -0.285599332   -2.443460953  -58.505705453    4.860130934   -1.084715475
   -0.095199777   -2.443460953  -59.281510725  -13.449761044   -6.865608457
