   3.9473474694   -0.4426229110    1.6525725021
   5.2818051232    1.4426224243   -0.1660808458
   4.6152834375    2.1949698814   -0.1660808458
   3.9473474694   -0.4426229110   -1.9847341938
   2.2405499813   -0.3761226062    1.9397769621
   1.7155499813    0.5332040678   -1.9788763859
   2.2405499813   -0.3761226062   -2.2602230379
   2.1871963835   -1.7007960297    1.8424741986
   3.2371963835   -1.7007960297    1.5611275465
   2.7121963835   -2.6101227037    1.5611275465
   3.2371963835   -1.7007960297   -2.0761791494
   2.7121963835   -2.6101227037   -2.0761791494
   2.1871963835   -1.7007960297   -2.3575258014
   0.9738460569   -2.1937613205    1.8762336199
   0.4488460569   -3.1030879945    1.5948869679
   1.4988460569   -3.1030879945    1.5948869679
   0.7150246998   -3.9939033996    0.8262336199
   1.7293419610   -3.8480665942    0.8262336199
   0.2291757941   -4.1572954301   -0.2237663801
   1.2269730854   -4.2784499561   -0.2237663801
   2.1667820250   -3.9220274389   -0.2237663801
   0.7150246998   -3.9939033996   -1.2737663801
   1.7293419610   -3.8480665942   -1.2737663801
  -0.0761539431   -2.1937613205   -2.0424197280
   0.4488460569   -3.1030879945   -2.0424197280
   1.4988460569   -3.1030879945   -2.0424197280
   0.9738460569   -2.1937613205   -2.3237663801
   0.1902995617   -1.1070771338    2.0047450515
   1.2402995617   -1.1070771338    1.7233983995
  -0.3347004383   -0.1977504598    1.7233983995
  -0.3347004383   -2.0164038078    1.7233983995
  -0.3347004383   -0.1977504598   -1.9139082964
  -0.3347004383   -2.0164038078   -1.9139082964
   0.1902995617   -1.1070771338   -2.1952549485
   0.9237069544    0.0337128036    2.0477216678
  -0.1262930456    0.0337128036    1.7663750157
   1.4487069544   -0.8756138704    1.7663750157
   1.4487069544    0.9430394776   -1.8709316802
  -0.1262930456    0.0337128036   -1.8709316802
   0.9237069544    0.0337128036   -2.1522783322
   0.3419019580    1.3359068778    2.1812055097
   1.3919019580    1.3359068778    1.8998588577
  -0.1830980420    2.2452335518    1.8998588577
  -0.1830980420    0.4265802038    1.8998588577
   1.3919019580    1.3359068778   -1.7374478382
  -0.1830980420    2.2452335518   -1.7374478382
   0.3419019580    1.3359068778   -2.0187944903
   0.9458622018    2.3740725778    2.0846388919
   1.9258622018    2.3740725778    1.8220486833
   1.4358622018    3.2227774735    1.8220486833
   0.4558622018    3.2227774735    1.8220486833
   2.3190955695    3.3717850203    1.1046388919
   1.4703906738    3.9884052207    1.1046388919
   0.4213337299    3.9884052207    1.1046388919
   2.6432719933    3.3540725778    0.1246388919
   1.9258622018    4.0714823692    0.1246388919
   0.9458622018    4.3340725778    0.1246388919
   2.3190955695    3.3717850203   -0.8553611081
   1.4703906738    3.9884052207   -0.8553611081
   0.4213337299    3.9884052207   -0.8553611081
   1.9258622018    2.3740725778   -1.5727708995
   1.4358622018    3.2227774735   -1.5727708995
   0.4558622018    3.2227774735   -1.5727708995
   0.9458622018    2.3740725778   -1.8353611081
  -1.0495908295    1.2706723584    2.2579507862
  -0.5245908295    2.1799990324    1.9766041342
  -0.5245908295    0.3613456844    1.9766041342
  -0.5245908295    2.1799990324   -1.6607025617
  -2.0995908295    1.2706723584   -1.6607025617
  -0.5245908295    0.3613456844   -1.6607025617
  -1.0495908295    1.2706723584   -1.9420492138
  -1.8235197462    0.1150703409    2.2159878406
  -0.7735197462    0.1150703409    1.9346411885
  -2.3485197462   -0.7942563331    1.9346411885
  -0.7735197462    0.1150703409   -1.7026655074
  -2.3485197462    1.0243970148   -1.7026655074
  -1.8235197462    0.1150703409   -1.9840121594
  -3.0183071607    0.1732814477    2.1509864416
  -3.5083071607    1.0219863434    1.8883962330
  -3.9983071607    0.1732814477    1.8883962330
  -3.5083071607   -0.6754234480    1.8883962330
  -4.3915405284    1.1709938902    1.1709864416
  -4.7157169521    0.1732814477    1.1709864416
  -4.3915405284   -0.8244309948    1.1709864416
  -3.9983071607    1.8706912391    0.1909864416
  -4.7157169521    1.1532814477    0.1909864416
  -4.9783071607    0.1732814477    0.1909864416
  -4.7157169521   -0.8067185523    0.1909864416
  -3.9983071607   -1.5241283437    0.1909864416
  -4.3915405284    1.1709938902   -0.7890135584
  -4.7157169521    0.1732814477   -0.7890135584
  -4.3915405284   -0.8244309948   -0.7890135584
  -3.5083071607    1.0219863434   -1.5064233498
  -3.9983071607    0.1732814477   -1.5064233498
  -3.5083071607   -0.6754234480   -1.5064233498
  -3.0183071607    0.1732814477   -1.7690135584
  -1.1762333759   -1.0878250581    2.0865601199
  -0.6512333759   -1.9971517321    1.8052134679
  -0.6512333759   -0.1784983841   -1.8320932280
  -0.6512333759   -1.9971517321   -1.8320932280
  -1.1762333759   -1.0878250581   -2.1134398801
  -0.9291411455   -2.3044089781    1.7606489161
  -2.2379625026   -4.1045510572    0.9919955681
  -4.0181189621   -2.8069718731   -0.0580044319
  -3.5510137167   -3.6969665604   -0.0580044319
  -2.7238114083   -4.2679430877   -0.0580044319
  -0.9291411455   -2.3044089781   -1.8766577798
  -1.4541411455   -3.2137356520   -1.8766577798
  -0.7515183413    2.5192584958    2.1155854964
  -1.2765183413    3.4285851697    2.1155854964
  -2.0603396984    4.3194005749    1.3469321485
  -2.5461886041    4.4827926054    0.2969321485
  -3.3733909124    3.9118160781    0.2969321485
  -3.8404961579    2.0166956007    0.2969321485
  -2.0603396984    4.3194005749   -0.7530678515
  -0.7515183413    2.5192584958   -1.5217211995
  -1.2765183413    3.4285851697   -1.5217211995
   5.2801878329   -0.1670451121    1.0945692936
   4.5978564708   -1.1061936626    1.0945692936
   5.8904835564   -0.1670451121    0.2545692936
   5.5166752288    0.8599848272    0.2545692936
   4.5701593169   -1.7405462678    0.2545692936
   5.5166752288   -1.1940750513    0.2545692936
   5.8904835564   -0.1670451121   -0.7837278075
   5.5166752288    0.8599848272   -0.7837278075
   5.5166752288   -1.1940750513   -0.7837278075
   5.2801878329   -0.1670451121   -1.6237278075
   4.5978564708   -1.1061936626   -1.6237278075
   4.6050636535    2.1865037623   -0.4747934404
   3.6585477416    2.7329749788   -0.4747934404
   4.9788719810    1.1594738231   -1.5130905415
   4.6050636535    2.1865037623   -1.5130905415
   3.6585477416    2.7329749788   -1.5130905415
   2.5822095600    2.5431875170   -1.5130905415
   1.8796797059    1.7059450396   -1.5130905415
   4.3685762575    1.1594738231   -2.3530905415
   3.6862448954    2.0986223736   -2.3530905415
   2.5822095600    1.7398995478   -2.3530905415
   2.5822095600    0.5790480984   -2.3530905415
   3.6862448954    0.2203252725   -2.3530905415
   3.3810970337    1.1594738231   -2.6739419909
   3.4833826526    1.0282330839    2.4347443572
   4.4708618764    1.0282330839    2.1138929078
   3.7885305143    1.9673816344    2.1138929078
   2.6844951789    1.6086588086    2.1138929078
   2.6844951789    0.4478073592    2.1138929078
   3.7885305143    0.0890845333    2.1138929078
   5.0811576000    1.0282330839    1.2738929078
   4.7073492724    2.0552630231    1.2738929078
   3.7608333605    2.6017342396    1.2738929078
   2.6844951789    2.4119467778    1.2738929078
   3.7608333605    2.6017342396    0.2355958067
   4.0600082693   -2.2963737737    1.0045422236
   3.3776769073   -3.2355223242    1.0045422236
   4.6703039929   -2.2963737737    0.1645422236
   3.3499797534   -3.8698749294    0.1645422236
   4.2964956653   -3.3234037129    0.1645422236
   4.6703039929   -2.2963737737   -0.8737548775
   3.3499797534   -3.8698749294   -0.8737548775
   4.2964956653   -3.3234037129   -0.8737548775
   4.0600082693   -2.2963737737   -1.7137548775
   3.3776769073   -3.2355223242   -1.7137548775
  -0.3200575301   -3.1407708460    1.1978468731
  -1.0023888922   -4.0799193965    1.1978468731
  -2.1064242277   -4.5244845399    0.3578468731
